,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Daytime,Time_Difference_Minutes,Order_Hour,Order_Minute,Picked_Hour,Picked_Minute
31388,28,4.6,17.430448,78.418213,17.520448,78.508213,Stormy,Jam,2,Meal,scooter,1,No,Metropolitian,18,evening,5,19,35,19,40
31390,36,4.8,21.160522,72.771477,21.210522,72.821477,Stormy,Jam,0,Drinks,motorcycle,0,No,Metropolitian,47,night,15,21,50,22,5
31391,31,4.0,11.022477,76.995667,11.072477,77.045667,Cloudy,Jam,1,Meal,scooter,0,No,Metropolitian,33,evening,10,20,25,20,35
31392,22,4.9,18.536562,73.896485,18.556562,73.916485,Stormy,High,2,Drinks,scooter,1,No,Urban,16,morning,10,11,45,11,55
31393,36,4.6,26.910262,75.783013,27.040262,75.913013,Sunny,Jam,2,Drinks,motorcycle,0,No,Metropolitian,21,evening,10,19,30,19,40
31395,21,4.6,11.025083,77.015393,11.075083,77.065393,Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,29,evening,10,20,15,20,25
31396,24,4.1,12.970221,77.645396,13.000221,77.675396,Stormy,Jam,0,Drinks,motorcycle,1,No,Urban,35,evening,5,20,25,20,30
31399,39,5.0,12.978453,77.643685,13.018453,77.683685,Sandstorms,High,0,Drinks,motorcycle,1,No,Metropolitian,49,afternoon,5,14,15,14,20
31400,25,4.8,22.732225,75.874765,22.762225,75.904765,Sandstorms,Jam,2,Buffet,scooter,0,No,Metropolitian,20,night,15,21,10,21,25
31401,22,4.6,12.337978,76.616792,12.407978,76.686792,Fog,Jam,1,Meal,scooter,0,No,Metropolitian,30,night,15,20,50,21,5
31402,20,4.7,11.022477,76.995667,11.092477,77.065667,Fog,Jam,0,Buffet,motorcycle,1,No,Metropolitian,38,night,15,21,30,21,45
31403,24,4.5,13.064181,80.236442,13.094181,80.266442,Sunny,Medium,2,Drinks,scooter,1,No,Urban,12,evening,5,18,15,18,20
31404,25,4.8,13.027018,80.254791,13.037018,80.264791,Fog,Low,0,Snack,motorcycle,1,No,Urban,15,morning,15,10,35,10,50
31406,23,4.6,23.351489,85.324253,23.361489,85.334253,Fog,Low,1,Snack,scooter,0,No,Metropolitian,13,morning,5,8,35,8,40
31409,35,4.1,11.025083,77.015393,11.045083,77.035393,Windy,Low,0,Snack,motorcycle,0,No,Metropolitian,30,morning,5,9,15,9,20
31410,36,4.9,13.064181,80.236442,13.084181,80.256442,Sunny,Low,0,Snack,motorcycle,0,No,Metropolitian,20,morning,15,8,15,8,30
31412,23,4.8,13.049645,80.242268,13.059645,80.252268,Sunny,Low,1,Buffet,motorcycle,0,No,Metropolitian,15,morning,15,10,40,10,55
31413,21,4.5,30.359722,78.067079,30.389722,78.097079,Cloudy,Medium,1,Buffet,motorcycle,1,No,Urban,13,evening,10,17,40,17,50
31414,29,4.7,11.003669,76.976494,11.033669,77.006494,Cloudy,Jam,0,Snack,motorcycle,0,No,Metropolitian,26,night,10,21,25,21,35
31418,30,4.5,26.913987,75.752891,26.983987,75.822891,Windy,Low,1,Drinks,scooter,1,No,Metropolitian,20,night,10,23,45,23,55
31419,34,4.5,21.170096,72.789122,21.190096,72.809122,Cloudy,Low,1,Buffet,motorcycle,1,No,Metropolitian,17,morning,10,8,10,8,20
31421,26,5.0,22.651847,75.881991,22.731847,75.961991,Sunny,Jam,1,Snack,scooter,1,No,Urban,24,night,5,21,40,21,45
31422,33,4.6,18.530963,73.828972,18.560963,73.858972,Sunny,Low,0,Buffet,motorcycle,1,No,Metropolitian,24,night,5,23,35,23,40
31423,35,4.9,21.160437,72.774209,21.240437,72.854209,Cloudy,Medium,2,Buffet,electric_scooter,1,No,Urban,42,evening,15,17,35,17,50
31426,25,4.8,27.158822,78.045359,27.178822,78.065359,Sandstorms,Low,1,Buffet,motorcycle,0,No,Metropolitian,16,morning,15,8,50,9,5
31427,35,4.8,19.120083,72.907385,19.200083,72.987385,Sunny,Jam,2,Buffet,electric_scooter,1,No,Urban,21,evening,15,20,15,20,30
31429,26,4.5,22.695207,75.866059,22.745207,75.916059,Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,25,evening,5,19,20,19,25
31433,30,4.7,13.029198,77.570997,13.069198,77.610997,Cloudy,Medium,1,Snack,scooter,0,No,Metropolitian,15,evening,15,16,50,17,5
31434,29,4.9,12.934179,77.615797,12.964179,77.645797,Sandstorms,Jam,2,Drinks,motorcycle,0,No,Metropolitian,21,evening,15,19,30,19,45
31435,22,4.7,12.939496,77.625999,13.029496,77.715999,Stormy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,30,evening,5,18,15,18,20
31436,34,3.8,26.910262,75.783013,27.040262,75.913013,Stormy,Medium,1,Meal,motorcycle,1,No,Metropolitian,36,evening,10,18,45,18,55
31437,23,4.8,22.732225,75.874765,22.782225,75.924765,Windy,Medium,0,Buffet,motorcycle,0,No,Urban,25,evening,10,17,30,17,40
31439,27,4.7,22.538999,88.322337,22.648999,88.432337,Stormy,Medium,1,Snack,scooter,0,No,Metropolitian,16,evening,10,18,20,18,30
31440,31,4.1,13.026279,80.174568,13.066279,80.214568,Stormy,High,2,Snack,scooter,0,No,Metropolitian,33,afternoon,5,12,35,12,40
31441,29,4.6,18.554382,73.798206,18.594382,73.838206,Fog,Medium,1,Snack,scooter,1,No,Metropolitian,16,afternoon,15,15,15,15,30
31443,29,5.0,13.029198,77.570997,13.059198,77.600997,Sunny,Jam,1,Drinks,motorcycle,0,No,Metropolitian,11,evening,10,19,20,19,30
31445,35,4.7,19.091458,72.827808,19.111458,72.847808,Stormy,High,1,Buffet,motorcycle,1,No,Metropolitian,30,morning,15,11,15,11,30
31448,39,4.5,26.911378,75.789034,26.931378,75.809034,Sunny,Low,0,Drinks,motorcycle,1,No,Metropolitian,20,morning,10,10,35,10,45
31453,37,4.6,17.458998,78.500366,17.568998,78.610366,Fog,Medium,2,Buffet,scooter,1,No,Metropolitian,41,evening,5,17,50,17,55
31454,28,5.0,11.008638,76.984311,11.018638,76.994311,Stormy,High,1,Drinks,scooter,0,No,Metropolitian,29,morning,10,11,25,11,35
31455,21,4.6,12.975377,77.696664,12.985377,77.706664,Windy,Low,2,Drinks,scooter,1,No,Metropolitian,15,morning,15,10,20,10,35
31458,37,4.7,12.972532,77.608179,12.992532,77.628179,Sandstorms,Low,1,Meal,scooter,0,No,Metropolitian,22,morning,5,10,50,10,55
31459,39,5.0,26.914142,75.805704,27.054142,75.945704,Windy,Medium,0,Drinks,motorcycle,3,No,Metropolitian,46,evening,5,18,40,18,45
31460,29,4.0,26.891191,75.802083,27.001191,75.912083,Cloudy,Jam,2,Snack,scooter,1,No,Metropolitian,40,evening,10,20,45,20,55
31463,38,4.8,22.539129,88.365507,22.669129,88.495507,Cloudy,Low,0,Snack,motorcycle,1,No,Metropolitian,37,night,10,22,15,22,25
31464,32,4.4,12.975996,80.221898,13.035996,80.281898,Stormy,Medium,2,Snack,motorcycle,1,No,Metropolitian,31,evening,10,17,35,17,45
31465,38,4.9,26.913483,75.803139,26.923483,75.813139,Sandstorms,Low,1,Meal,motorcycle,1,No,Metropolitian,28,morning,5,8,45,8,50
31467,27,4.4,13.022394,80.242439,13.062394,80.282439,Sunny,High,0,Meal,motorcycle,1,No,Metropolitian,40,afternoon,5,13,45,13,50
31468,31,4.7,12.323194,76.630583,12.373194,76.680583,Fog,Medium,1,Buffet,motorcycle,0,No,Metropolitian,16,evening,5,18,45,18,50
31469,37,4.2,11.026117,76.944652,11.076117,76.994652,Sandstorms,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,42,evening,10,19,20,19,30
31470,34,4.8,18.536562,73.896485,18.646562,74.006485,Fog,Low,0,Buffet,motorcycle,1,No,Metropolitian,41,night,15,23,15,23,30
31472,35,4.9,11.003681,76.975525,11.043681,77.015525,Fog,Medium,2,Meal,motorcycle,0,No,Metropolitian,16,afternoon,5,15,10,15,15
31474,23,4.7,12.934179,77.615797,13.004179,77.685797,Stormy,Jam,1,Meal,scooter,1,No,Metropolitian,25,evening,5,20,45,20,50
31475,39,4.2,12.934365,77.616155,13.024365,77.706155,Cloudy,Jam,1,Snack,motorcycle,1,No,Urban,45,evening,10,19,25,19,35
31476,23,4.8,10.994136,76.963303,11.054136,77.023303,Windy,Jam,2,Drinks,motorcycle,1,No,Metropolitian,28,evening,10,20,40,20,50
31477,37,4.9,27.160832,78.011608,27.270832,78.121608,Fog,Medium,0,Drinks,motorcycle,2,Yes,Metropolitian,46,evening,10,18,45,18,55
31478,23,4.9,19.121999,72.908493,19.131999,72.918493,Cloudy,High,1,Meal,motorcycle,1,No,Urban,30,afternoon,15,11,55,12,10
31481,33,4.0,26.892312,75.806896,26.962312,75.876896,Cloudy,Medium,2,Meal,electric_scooter,1,No,Metropolitian,40,evening,10,17,25,17,35
31482,39,4.1,23.416792,85.316842,23.436792,85.336842,Cloudy,High,1,Snack,motorcycle,1,No,Metropolitian,31,morning,5,11,25,11,30
31484,23,4.6,27.165108,78.015053,27.195108,78.045053,Stormy,Jam,0,Snack,motorcycle,0,No,Metropolitian,32,night,10,21,30,21,40
31485,31,4.0,13.005801,80.250744,13.065801,80.310744,Windy,Jam,2,Drinks,electric_scooter,1,No,Metropolitian,33,evening,5,20,45,20,50
31487,35,4.7,12.284747,76.625861,12.374747,76.715861,Sunny,Jam,2,Meal,scooter,1,No,Metropolitian,25,evening,10,19,20,19,30
31490,25,5.0,19.207222,72.972281,19.257222,73.022281,Fog,Jam,0,Buffet,motorcycle,0,No,Metropolitian,25,evening,15,19,20,19,35
31494,27,4.6,30.346994,78.062543,30.436994,78.152543,Windy,Low,0,Drinks,motorcycle,0,No,Metropolitian,19,night,10,22,25,22,35
31496,25,5.0,13.005801,80.250744,13.055801,80.300744,Stormy,Medium,0,Snack,motorcycle,1,No,Metropolitian,26,evening,15,17,55,18,10
31500,37,4.9,30.332735,78.054222,30.352735,78.074222,Sandstorms,High,2,Buffet,scooter,1,No,Metropolitian,29,morning,5,11,40,11,45
31501,25,4.6,19.207222,72.972281,19.227222,72.992281,Cloudy,Low,1,Snack,scooter,1,No,Metropolitian,11,morning,10,10,55,11,5
31502,34,4.9,13.064181,80.236442,13.174181,80.346442,Sandstorms,Low,2,Meal,scooter,1,No,Urban,16,night,5,22,15,22,20
31508,37,4.6,23.351058,85.325731,23.441058,85.415731,Cloudy,Medium,2,Meal,electric_scooter,0,No,Metropolitian,38,evening,10,18,30,18,40
31510,33,4.7,17.429585,78.392621,17.509585,78.472621,Windy,Low,1,Snack,motorcycle,1,No,Metropolitian,28,night,15,23,10,23,25
31511,25,4.8,21.160522,72.771477,21.180522,72.791477,Cloudy,Low,0,Drinks,motorcycle,0,No,Metropolitian,16,morning,15,9,35,9,50
31512,38,4.3,18.546947,73.900626,18.606947,73.960626,Stormy,Medium,0,Meal,motorcycle,0,No,Metropolitian,36,evening,5,18,40,18,45
31514,34,4.2,26.921411,75.793604,27.031411,75.903604,Sandstorms,Jam,2,Meal,scooter,1,No,Metropolitian,31,evening,5,19,20,19,25
31515,23,4.5,22.761226,75.887522,22.871226,75.997522,Fog,Low,1,Snack,motorcycle,1,No,Urban,27,night,10,22,10,22,20
31517,28,4.8,26.914142,75.805704,26.944142,75.835704,Cloudy,Medium,0,Buffet,motorcycle,0,No,Metropolitian,20,evening,10,17,55,18,5
31523,39,5.0,27.161694,78.034714,27.251694,78.124714,Sunny,Medium,1,Drinks,motorcycle,1,No,Metropolitian,26,evening,5,17,35,17,40
31524,22,4.5,17.424114,78.347554,17.444114,78.367554,Cloudy,Low,1,Meal,motorcycle,1,No,Metropolitian,17,morning,10,8,25,8,35
31526,39,4.7,17.430448,78.418213,17.440448,78.428213,Windy,Low,1,Meal,motorcycle,1,No,Metropolitian,27,morning,15,8,20,8,35
31527,24,4.9,26.914142,75.805704,26.944142,75.835704,Stormy,Jam,2,Buffet,electric_scooter,0,No,Metropolitian,24,evening,15,19,55,20,10
31529,32,4.9,12.325461,76.632278,12.455461,76.762278,Cloudy,Low,2,Snack,scooter,1,No,Urban,30,night,5,22,40,22,45
31531,35,5.0,15.561295,73.749478,15.601295,73.789478,Fog,Medium,2,Drinks,electric_scooter,1,No,Urban,16,afternoon,5,15,35,15,40
31535,33,4.2,11.001852,76.976268,11.071852,77.046268,Sunny,Jam,1,Buffet,scooter,1,No,Metropolitian,33,evening,15,19,25,19,40
31537,33,4.6,12.311072,76.654878,12.371072,76.714878,Fog,Jam,0,Drinks,motorcycle,1,No,Metropolitian,28,evening,5,20,50,20,55
31538,38,4.4,13.029198,77.570997,13.139198,77.680997,Fog,Jam,2,Meal,scooter,0,No,Metropolitian,49,evening,15,20,20,20,35
31539,30,4.9,26.892312,75.806896,26.922313,75.836896,Cloudy,Jam,1,Buffet,scooter,1,No,Metropolitian,30,evening,15,19,25,19,40
31540,20,4.9,12.986047,80.218114,13.036047,80.268114,Windy,Low,1,Snack,scooter,1,No,Metropolitian,12,night,5,23,25,23,30
31541,21,4.8,19.065838,72.832658,19.105838,72.872658,Windy,High,1,Drinks,scooter,1,No,Metropolitian,15,afternoon,15,13,30,13,45
31543,20,5.0,10.000706,76.349516,10.110706,76.459516,Fog,Medium,0,Buffet,motorcycle,0,No,Metropolitian,44,evening,5,18,25,18,30
31544,31,4.6,18.530963,73.828972,18.590963,73.888972,Sandstorms,Jam,2,Snack,electric_scooter,1,No,Metropolitian,27,night,5,21,40,21,45
31545,27,4.7,11.021278,76.995017,11.071278,77.045017,Sunny,Low,2,Meal,motorcycle,0,No,Metropolitian,23,night,5,22,40,22,45
31546,24,4.9,13.081878,80.248519,13.121878,80.288519,Sandstorms,High,1,Buffet,scooter,1,No,Metropolitian,26,afternoon,10,13,35,13,45
31547,29,4.0,15.157944,73.950889,15.207944,74.000889,Stormy,Low,0,Meal,motorcycle,0,No,Metropolitian,25,night,5,22,35,22,40
31548,26,4.2,22.725748,75.898497,22.765747,75.938497,Sunny,High,0,Buffet,motorcycle,1,Yes,Metropolitian,53,afternoon,10,13,20,13,30
31550,31,4.9,12.975996,80.221898,13.025996,80.271898,Stormy,Medium,2,Drinks,electric_scooter,1,No,Metropolitian,30,evening,15,18,55,19,10
31551,30,4.7,13.064181,80.236442,13.124181,80.296442,Stormy,Medium,2,Meal,motorcycle,0,No,Metropolitian,25,evening,15,18,30,18,45
31554,30,4.9,21.186884,72.793616,21.236884,72.843616,Fog,Low,2,Buffet,electric_scooter,1,No,Metropolitian,18,night,10,23,40,23,50
31555,20,5.0,12.986047,80.218114,13.076047,80.308114,Fog,Medium,2,Meal,motorcycle,1,No,Metropolitian,32,evening,15,17,50,18,5
31560,21,4.8,11.024839,77.007003,11.134839,77.117003,Fog,Low,0,Drinks,motorcycle,1,No,Metropolitian,23,night,10,23,25,23,35
31561,33,4.7,26.766536,75.837333,26.806536,75.877333,Sandstorms,Medium,2,Drinks,electric_scooter,1,No,Metropolitian,32,afternoon,15,15,50,16,5
31562,25,4.8,17.430448,78.418213,17.540448,78.528213,Sandstorms,Jam,1,Snack,scooter,0,No,Urban,25,night,10,21,40,21,50
31563,24,4.7,22.760072,75.892574,22.800072,75.932574,Sunny,High,1,Drinks,scooter,0,No,Urban,13,afternoon,10,12,40,12,50
31565,30,4.7,13.026286,80.275235,13.046286,80.295235,Sunny,Low,0,Meal,motorcycle,0,No,Urban,29,morning,10,9,25,9,35
31567,28,4.5,26.911927,75.797282,26.961927,75.847282,Stormy,Medium,0,Snack,motorcycle,1,No,Metropolitian,11,evening,5,18,10,18,15
31568,21,4.7,11.006686,76.951736,11.116686,77.061736,Stormy,Jam,1,Meal,scooter,1,No,Metropolitian,15,evening,15,20,20,20,35
31569,36,4.7,18.569156,73.774723,18.579156,73.784723,Sunny,Low,0,Drinks,motorcycle,0,No,Metropolitian,25,morning,5,9,40,9,45
31570,33,4.1,17.455894,78.375467,17.465894,78.385467,Windy,Low,0,Buffet,motorcycle,0,No,Metropolitian,34,morning,10,10,55,11,5
31571,31,4.8,19.120083,72.907385,19.210083,72.997385,Cloudy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,48,evening,5,20,10,20,15
31573,21,4.7,18.536718,73.830327,18.576718,73.870328,Stormy,Medium,0,Meal,motorcycle,0,No,Metropolitian,14,afternoon,10,15,35,15,45
31574,25,4.6,23.359194,85.325447,23.439194,85.405447,Windy,Jam,0,Meal,motorcycle,0,No,Metropolitian,25,evening,5,19,30,19,35
31578,36,4.9,26.902908,75.792934,26.962908,75.852934,Sunny,Medium,2,Buffet,scooter,1,No,Metropolitian,22,evening,15,18,50,19,5
31579,37,4.1,26.905287,75.794592,26.915287,75.804592,Cloudy,High,2,Buffet,electric_scooter,2,No,Metropolitian,38,morning,15,11,20,11,35
31580,33,4.3,15.496162,73.825364,15.516162,73.845364,Windy,Low,0,Drinks,motorcycle,0,No,Urban,33,morning,10,10,25,10,35
31582,30,4.8,22.745536,75.893106,22.815536,75.963106,Cloudy,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,44,night,5,21,45,21,50
31584,37,4.9,17.424114,78.347554,17.434114,78.357554,Cloudy,Low,2,Meal,scooter,1,No,Metropolitian,16,morning,15,9,10,9,25
31585,36,4.5,18.592718,73.773572,18.682718,73.863572,Fog,Low,1,Meal,scooter,1,No,Metropolitian,39,night,10,23,15,23,25
31586,36,4.2,17.431668,78.408321,17.461668,78.438321,Stormy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,33,night,10,21,40,21,50
31588,24,4.9,21.149834,72.778666,21.209834,72.838666,Fog,Jam,2,Snack,motorcycle,0,No,Metropolitian,32,night,5,21,20,21,25
31589,25,3.5,22.311358,73.164798,22.351358,73.204798,Sunny,High,0,Meal,motorcycle,1,Yes,Metropolitian,48,afternoon,5,12,15,12,20
31590,32,4.7,23.374878,85.335739,23.504878,85.465739,Sandstorms,Jam,1,Drinks,motorcycle,1,No,Urban,26,night,15,21,35,21,50
31591,35,5.0,23.214294,77.435361,23.264294,77.485361,Cloudy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,34,night,10,21,25,21,35
31593,35,3.8,27.195928,77.998092,27.335928,78.138092,Windy,Jam,1,Meal,motorcycle,1,No,Metropolitian,43,night,15,21,30,21,45
31595,24,4.7,22.308096,73.167753,22.438096,73.297753,Cloudy,Low,0,Drinks,motorcycle,0,No,Metropolitian,24,night,15,22,25,22,40
31596,36,4.8,12.934179,77.615797,13.014179,77.695797,Sunny,Medium,0,Meal,motorcycle,1,No,Metropolitian,28,evening,5,18,20,18,25
31597,30,4.8,17.431668,78.408321,17.511668,78.488321,Sunny,Medium,1,Drinks,motorcycle,1,No,Metropolitian,17,evening,5,18,25,18,30
31600,39,4.9,26.902908,75.792934,27.042908,75.932934,Sunny,Medium,0,Snack,motorcycle,1,No,Metropolitian,32,evening,15,18,30,18,45
31601,32,4.8,12.933284,77.615428,13.023284,77.705428,Fog,Jam,0,Drinks,motorcycle,1,No,Metropolitian,47,evening,15,19,35,19,50
31603,34,4.7,23.359194,85.325447,23.469194,85.435447,Fog,Jam,0,Drinks,motorcycle,1,No,Metropolitian,51,evening,10,20,20,20,30
31604,39,3.0,11.003669,76.976494,11.133669,77.106494,Sunny,Low,0,Buffet,motorcycle,1,No,Metropolitian,31,night,10,23,10,23,20
31607,25,5.0,19.878028,75.317475,20.008028,75.447475,Fog,Low,2,Meal,motorcycle,0,No,Metropolitian,23,night,10,23,30,23,40
31612,25,5.0,18.539299,73.897902,18.599299,73.957902,Sandstorms,Medium,2,Meal,scooter,1,No,Metropolitian,27,evening,10,17,15,17,25
31620,32,4.9,23.359407,85.325055,23.399407,85.365055,Sunny,High,0,Meal,motorcycle,1,No,Metropolitian,26,afternoon,10,12,45,12,55
31621,34,4.0,12.323194,76.630583,12.373194,76.680583,Cloudy,Jam,0,Snack,motorcycle,0,No,Metropolitian,32,evening,5,19,40,19,45
31622,21,4.8,11.001852,76.976268,11.081852,77.056268,Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,20,night,10,23,25,23,35
31623,28,4.9,19.178321,72.834715,19.198321,72.854715,Windy,Low,1,Buffet,scooter,0,No,Metropolitian,12,morning,15,9,55,10,10
31624,32,4.2,19.178321,72.834715,19.288321,72.944715,Cloudy,Medium,1,Meal,scooter,1,No,Metropolitian,31,evening,10,17,20,17,30
31627,36,4.8,17.424114,78.347554,17.494114,78.417554,Fog,Jam,2,Snack,scooter,2,No,Metropolitian,35,night,15,21,30,21,45
31628,21,4.9,12.321214,76.621094,12.451214,76.751094,Cloudy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,43,evening,5,18,10,18,15
31629,31,4.1,11.000762,76.981876,11.050762,77.031876,Windy,Low,0,Drinks,motorcycle,1,No,Metropolitian,25,night,15,22,25,22,40
31630,20,4.9,23.357804,85.325146,23.367804,85.335146,Fog,Low,1,Drinks,motorcycle,0,No,Metropolitian,13,morning,5,10,35,10,40
31632,37,3.7,21.173493,72.801953,21.283493,72.911953,Cloudy,Low,1,Buffet,scooter,1,No,Metropolitian,32,night,5,23,25,23,30
31635,27,4.2,17.430448,78.418213,17.440448,78.428213,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,21,morning,5,9,25,9,30
31637,36,4.5,18.994049,72.825203,19.044049,72.875203,Fog,Medium,1,Meal,scooter,1,No,Urban,16,evening,5,18,30,18,35
31641,26,5.0,26.905287,75.794592,26.995287,75.884592,Windy,Jam,0,Buffet,motorcycle,1,No,Urban,26,night,5,21,20,21,25
31642,30,4.7,12.981615,80.231598,13.051615,80.301598,Sunny,Medium,1,Snack,motorcycle,1,No,Urban,24,evening,5,17,25,17,30
31644,39,4.6,23.235123,77.398886,23.365123,77.528886,Cloudy,Jam,1,Meal,scooter,1,No,Metropolitian,48,night,5,21,10,21,15
31646,25,4.9,17.483216,78.552111,17.513216,78.582111,Sandstorms,Low,1,Snack,scooter,1,No,Metropolitian,16,night,15,22,15,22,30
31647,36,4.1,12.311072,76.654878,12.331072,76.674878,Windy,High,0,Meal,motorcycle,1,No,Metropolitian,31,morning,10,11,40,11,50
31650,37,4.4,12.310972,76.659264,12.340972,76.689264,Fog,Jam,0,Drinks,motorcycle,0,No,Metropolitian,31,evening,5,20,20,20,25
31651,33,4.3,30.885814,75.786976,31.015814,75.916976,Sunny,Medium,0,Drinks,motorcycle,1,No,Metropolitian,35,evening,15,18,40,18,55
31653,22,4.9,17.458998,78.500366,17.488998,78.530366,Fog,Medium,0,Snack,motorcycle,1,No,Metropolitian,23,evening,15,17,15,17,30
31654,23,4.8,11.022298,76.998349,11.082298,77.058349,Cloudy,Medium,0,Drinks,motorcycle,0,No,Metropolitian,23,evening,15,18,10,18,25
31655,26,4.5,26.891191,75.802083,27.001191,75.912083,Sandstorms,Medium,2,Snack,scooter,0,No,Metropolitian,19,evening,5,18,50,18,55
31663,34,4.1,26.902908,75.792934,26.912908,75.802934,Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,25,morning,10,10,25,10,35
31664,32,4.7,22.761226,75.887522,22.771226,75.897522,Cloudy,Low,1,Buffet,scooter,1,No,Urban,18,morning,15,10,35,10,50
31665,22,4.9,21.186608,72.794136,21.236608,72.844136,Stormy,Low,2,Snack,scooter,1,No,Metropolitian,19,night,15,22,55,23,10
31666,33,4.3,18.563934,73.915367,18.633934,73.985367,Windy,Jam,0,Meal,motorcycle,1,Yes,Semi-Urban,53,night,10,21,55,22,5
31667,33,4.6,19.876219,75.346017,19.956219,75.426017,Cloudy,Low,0,Drinks,motorcycle,2,No,Metropolitian,36,night,5,22,15,22,20
31669,35,4.7,21.157735,72.768778,21.267735,72.878778,Cloudy,Low,1,Buffet,motorcycle,0,No,Metropolitian,26,night,10,22,25,22,35
31670,31,4.8,18.516216,73.842527,18.546216,73.872527,Cloudy,Jam,1,Drinks,scooter,1,No,Metropolitian,25,evening,10,20,20,20,30
31672,27,4.3,12.311072,76.654878,12.371072,76.714878,Sandstorms,Low,0,Snack,motorcycle,1,No,Urban,22,night,5,22,10,22,15
31673,31,5.0,10.035573,76.336958,10.125573,76.426958,Fog,Jam,0,Meal,motorcycle,1,No,Metropolitian,43,evening,15,19,10,19,25
31675,26,4.5,12.934179,77.615797,13.024179,77.705797,Sandstorms,Low,1,Snack,motorcycle,0,No,Metropolitian,10,night,5,23,25,23,30
31676,38,4.8,26.902908,75.792934,26.952908,75.842934,Stormy,Jam,2,Buffet,scooter,1,No,Metropolitian,30,evening,10,19,30,19,40
31677,35,3.7,22.310329,73.169083,22.400329,73.259083,Stormy,Jam,1,Meal,scooter,1,No,Metropolitian,43,evening,5,19,35,19,40
31678,32,4.9,12.934365,77.616155,12.984365,77.666155,Sunny,Medium,1,Drinks,scooter,1,No,Metropolitian,17,evening,15,18,20,18,35
31679,23,4.6,22.727021,75.884167,22.797021,75.954167,Windy,Low,0,Snack,motorcycle,1,No,Urban,15,night,10,22,20,22,30
31680,34,4.6,22.753659,75.903365,22.833659,75.983365,Cloudy,Jam,0,Snack,motorcycle,1,No,Metropolitian,43,evening,10,19,10,19,20
31681,36,4.8,22.310329,73.169083,22.330329,73.189083,Sunny,Low,0,Meal,motorcycle,0,No,Metropolitian,23,morning,10,9,45,9,55
31683,37,4.7,12.975996,80.221898,13.035996,80.281898,Sunny,Jam,0,Drinks,motorcycle,0,No,Metropolitian,20,night,15,21,55,22,10
31686,36,4.9,17.428294,78.404423,17.488294,78.464423,Stormy,Low,1,Meal,scooter,0,No,Urban,23,night,10,22,35,22,45
31687,37,5.0,11.006686,76.951736,11.056686,77.001736,Stormy,Jam,2,Drinks,scooter,1,No,Metropolitian,32,evening,10,19,20,19,30
31688,28,4.9,30.332735,78.054222,30.462735,78.184222,Cloudy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,36,evening,15,20,35,20,50
31689,25,4.9,22.722634,75.886959,22.802634,75.966959,Stormy,Low,1,Drinks,motorcycle,1,No,Metropolitian,11,night,5,22,15,22,20
31690,34,4.9,12.986047,80.218114,12.996047,80.228114,Windy,Low,1,Snack,motorcycle,0,No,Urban,24,morning,10,8,55,9,5
31692,26,4.1,11.024839,77.007003,11.034839,77.017003,Stormy,Low,0,Buffet,motorcycle,0,No,Metropolitian,24,morning,5,9,15,9,20
