,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
35411,33.0,4.8,25.459775,81.834841,25.499775,81.874841,14:10,14:25,Windy,High,2,Buffet,scooter,1.0,No,Metropolitian,30
35412,24.0,4.8,22.753659,75.903365,22.773659,75.923365,10:20,10:35,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,14
35414,39.0,4.1,19.176269,72.836721,19.286269,72.946721,20:55,21:10,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,41
35417,23.0,5.0,13.026286,80.275235,13.066286,80.315235,13:15,13:25,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,24
35419,23.0,5.0,12.311072,76.654878,12.351072,76.694878,12:45,12:55,Sunny,High,1,Snack,scooter,0.0,No,Metropolitian,11
35420,34.0,4.1,22.725748,75.898497,22.785747,75.958497,19:15,19:20,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,32
35422,23.0,4.7,21.186884,72.793616,21.236884,72.843616,17:20,17:30,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22
35423,27.0,4.8,19.254567,72.848923,19.274567,72.868923,09:15,09:20,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,16
35425,28.0,4.8,17.428294,78.404423,17.498294,78.474423,23:25,23:30,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,16
35426,38.0,4.8,17.440827,78.393391,17.500827,78.453391,18:50,18:55,Fog,Medium,1,Snack,motorcycle,0.0,No,Urban,18
35427,31.0,4.9,18.569156,73.774723,18.649156,73.854723,23:30,23:35,Sunny,Low,1,Meal,motorcycle,1.0,No,Urban,19
35428,33.0,4.6,12.334022,76.618203,12.444022,76.728203,21:45,21:55,Fog,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,45
35429,38.0,4.9,21.157735,72.768778,21.227735,72.838778,17:45,17:55,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,41
35430,34.0,4.0,26.849596,75.800512,26.869596,75.820512,10:20,10:35,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,34
35431,26.0,4.6,22.310329,73.169083,22.340329,73.199083,21:50,21:55,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,13
35432,36.0,4.7,22.569358,88.433452,22.599358,88.463452,17:20,17:25,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,18
35433,30.0,5.0,26.910262,75.783013,26.960262,75.833013,18:40,18:50,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33
35434,39.0,4.5,23.374878,85.335739,23.404878,85.365739,22:10,22:20,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,18
35435,34.0,4.8,18.520016,73.830547,18.530016,73.840547,09:30,09:35,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,25
35436,21.0,4.1,17.430448,78.418213,17.520448,78.508213,20:45,20:50,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,31
35438,27.0,4.3,11.001852,76.976268,11.111852,77.086268,18:40,18:45,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,31
35440,31.0,4.4,13.081878,80.248519,13.161878,80.328519,19:50,20:05,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,43
35441,34.0,4.6,27.163303,78.057044,27.203303,78.097044,16:30,16:45,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,18
35443,21.0,4.7,18.533811,73.899315,18.563811,73.929315,22:10,22:15,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,16
35444,22.0,4.7,11.022477,76.995667,11.062477,77.035667,15:35,15:50,Windy,Medium,2,Drinks,scooter,1.0,No,Urban,27
35448,39.0,4.7,11.001753,76.986241,11.011753,76.996241,11:55,12:05,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,29
35449,28.0,4.8,15.544419,73.755736,15.614419,73.825736,18:25,18:40,Windy,Medium,0,Buffet,motorcycle,0.0,No,Urban,26
35451,24.0,4.8,13.066762,80.251865,13.126762,80.311865,23:35,23:45,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,24
35452,38.0,4.9,12.323194,76.630583,12.353194,76.660583,17:20,17:25,Fog,Medium,2,Meal,scooter,0.0,No,Urban,17
35453,32.0,4.5,18.569156,73.774723,18.639156,73.844723,17:30,17:35,Sunny,Medium,1,Meal,scooter,1.0,No,Urban,26
35454,39.0,4.7,10.994136,76.963303,11.014136,76.983303,10:25,10:35,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,27
35458,25.0,4.7,21.186608,72.794136,21.236608,72.844136,22:45,22:50,Stormy,Low,2,Drinks,scooter,0.0,No,Urban,16
35460,34.0,4.5,18.536718,73.830327,18.626718,73.920327,19:40,19:45,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,29
35462,26.0,5.0,12.972793,80.249982,13.082793,80.359982,19:35,19:40,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,41
35464,26.0,5.0,11.003681,76.975525,11.033681,77.005525,23:15,23:30,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Urban,10
35467,23.0,4.8,23.359033,85.325347,23.489033,85.455347,21:40,21:55,Fog,Jam,1,Buffet,scooter,2.0,No,Metropolitian,43
35468,32.0,4.5,13.058616,80.264151,13.108616,80.314151,22:45,22:55,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,29
35470,25.0,4.6,13.086438,80.220672,13.176438,80.310672,17:20,17:35,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,35
35472,26.0,4.4,25.454648,81.834502,25.524648,81.904502,17:35,17:40,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38
35479,35.0,4.7,22.727021,75.884167,22.767021,75.924167,13:30,13:40,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,25
35480,31.0,4.7,17.428294,78.404423,17.488294,78.464423,19:30,19:45,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,16
35481,35.0,4.2,12.325461,76.632278,12.395461,76.702278,21:45,21:55,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,36
35482,20.0,4.7,22.526461,88.364453,22.536461,88.374453,09:25,09:40,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,11
35484,25.0,5.0,17.455894,78.375467,17.465894,78.385467,08:40,08:55,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19
35485,31.0,3.7,17.483216,78.552111,17.593216,78.662111,20:30,20:40,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,37
35490,20.0,4.6,12.310972,76.659264,12.420972,76.769264,22:15,22:25,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,12
35492,27.0,4.7,18.543626,73.905101,18.593626,73.955101,23:40,23:50,Stormy,Low,2,Buffet,motorcycle,0.0,No,Urban,13
35493,22.0,4.9,26.914142,75.805704,26.954142,75.845704,13:40,13:45,Sandstorms,High,0,Drinks,motorcycle,0.0,No,Metropolitian,23
35494,35.0,4.7,12.323994,76.626167,12.413994,76.716167,21:25,21:35,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25
35496,27.0,5.0,26.905287,75.794592,26.925287,75.814592,10:40,10:55,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,10
35497,37.0,5.0,26.911927,75.797282,26.981927,75.867282,20:15,20:30,Stormy,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,44
35499,27.0,4.5,18.546947,73.900626,18.676947,74.030626,18:25,18:35,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,22
35500,21.0,4.7,19.880256,75.323503,19.920256,75.363503,12:10,12:20,Windy,High,1,Meal,scooter,1.0,No,Urban,28
35501,26.0,4.8,13.029198,77.570997,13.069198,77.610997,15:55,16:10,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Urban,20
35505,39.0,5.0,23.374989,85.335486,23.504989,85.465486,22:20,22:35,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,16
35506,30.0,4.8,12.972793,80.249982,13.032793,80.309982,17:40,17:45,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,32
35508,26.0,4.6,18.554382,73.798206,18.634382,73.878206,20:25,20:40,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36
35509,20.0,4.7,17.422819,78.449578,17.502819,78.529578,21:10,21:15,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Urban,19
35510,39.0,5.0,21.149569,72.772697,21.229569,72.852697,23:45,23:50,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,30
35513,25.0,5.0,22.307898,73.167788,22.387898,73.247788,23:25,23:40,Cloudy,Low,2,Meal,scooter,0.0,No,Urban,20
35515,25.0,4.3,11.008638,76.984311,11.048638,77.024311,13:40,13:50,Sunny,High,0,Snack,motorcycle,3.0,No,Semi-Urban,52
35517,36.0,3.8,12.913041,77.683237,13.043041,77.813237,23:10,23:20,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,32
35518,24.0,4.7,26.902908,75.792934,26.972908,75.862934,23:30,23:35,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,16
35521,21.0,4.6,18.539299,73.897902,18.589299,73.947902,21:35,21:45,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25
35523,36.0,4.9,18.927584,72.832585,19.037584,72.942585,17:35,17:50,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,23
35524,22.0,5.0,17.411028,78.329645,17.431028,78.349645,10:50,11:05,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,18
35525,34.0,4.1,12.978453,77.643685,13.028453,77.693685,19:15,19:25,Windy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,45
35531,25.0,4.0,19.091458,72.827808,19.141458,72.877808,23:10,23:25,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,23
35534,25.0,4.2,21.173493,72.801953,21.243493,72.871953,17:30,17:40,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,34
35537,22.0,4.9,21.175104,72.804342,21.235104,72.864342,17:20,17:25,Windy,Medium,1,Drinks,scooter,0.0,No,Urban,22
35541,26.0,4.9,26.911927,75.797282,26.921927,75.807282,08:25,08:30,Sunny,Low,1,Meal,motorcycle,1.0,No,Urban,18
35542,34.0,4.7,19.207222,72.972281,19.267222,73.032281,22:15,22:20,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,27
35544,34.0,4.7,19.178321,72.834715,19.238321,72.894715,20:20,20:30,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,24
35545,33.0,4.7,25.443994,81.860187,25.573994,81.990187,17:20,17:25,Cloudy,Medium,2,Buffet,electric_scooter,2.0,No,Metropolitian,41
35546,36.0,4.2,22.307898,73.167788,22.357898,73.217788,17:10,17:15,Windy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,31
35549,37.0,4.7,30.893244,75.821817,30.943244,75.871817,20:40,20:45,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27
35550,34.0,4.9,13.066762,80.251865,13.196762,80.381865,21:45,21:55,Fog,Jam,2,Drinks,electric_scooter,3.0,No,Metropolitian,44
35552,34.0,4.7,13.027018,80.254791,13.077018,80.304791,19:15,19:20,Stormy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,32
35554,20.0,4.6,12.284747,76.625861,12.314747,76.655861,20:55,21:10,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,23
35555,38.0,4.8,23.416792,85.316842,23.426792,85.326842,09:25,09:35,Stormy,Low,2,Drinks,motorcycle,1.0,No,Urban,26
35557,33.0,5.0,12.323194,76.630583,12.383194,76.690583,22:35,22:45,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,22
35561,39.0,4.8,19.178321,72.834715,19.308321,72.964715,17:40,17:55,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,35
35562,35.0,4.8,10.994136,76.963303,11.024136,76.993303,20:30,20:35,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,26
35563,25.0,4.0,22.311603,73.165012,22.321603,73.175012,09:50,09:55,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20
35565,32.0,4.7,17.455894,78.375467,17.545894,78.465467,19:20,19:30,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,50
35566,39.0,4.8,17.426228,78.407495,17.556228,78.537495,22:25,22:30,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,24
35567,23.0,4.6,12.310972,76.659264,12.400972,76.749264,23:40,23:55,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,20
35568,32.0,4.8,22.728163,75.884212,22.808163,75.964212,21:25,21:40,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,20
35569,26.0,4.8,18.554382,73.798206,18.664382,73.908206,17:25,17:35,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,16
35570,37.0,4.4,17.426228,78.407495,17.506228,78.487495,17:40,17:55,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39
35571,23.0,4.8,21.173343,72.792731,21.193343,72.812731,10:20,10:25,Windy,Low,2,Meal,electric_scooter,0.0,No,Urban,12
35572,39.0,4.7,19.221315,72.862381,19.251315,72.892381,19:30,19:45,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,30
35573,20.0,4.3,12.939496,77.625999,12.949496,77.635999,09:50,10:05,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27
35575,29.0,4.6,12.913041,77.683237,12.993041,77.763237,17:35,17:40,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,26
35576,38.0,4.8,21.157735,72.768778,21.177735,72.788778,11:15,11:25,Stormy,High,1,Meal,scooter,0.0,No,Metropolitian,28
35577,35.0,4.2,12.986047,80.218114,13.046047,80.278114,19:50,19:55,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37
35578,20.0,4.2,26.766536,75.837333,26.786536,75.857333,09:45,09:50,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26
35580,39.0,4.6,18.592718,73.773572,18.652718,73.833572,21:10,21:15,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,38
35581,28.0,3.7,19.121999,72.908493,19.161999,72.948493,14:50,15:05,Sunny,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,54
35583,39.0,4.7,12.972532,77.608179,13.042532,77.678179,22:20,22:35,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20
35584,39.0,4.5,30.892978,75.821847,30.952978,75.881847,18:45,18:55,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,15
35585,34.0,4.8,22.514688,88.393294,22.594688,88.473294,23:25,23:40,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22
35586,24.0,4.8,22.753659,75.903365,22.823659,75.973365,19:10,19:20,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,15
35588,39.0,3.7,30.893081,75.821495,31.023081,75.951495,20:45,20:50,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,32
35589,26.0,4.7,11.025083,77.015393,11.115083,77.105393,23:35,23:50,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,13
35590,28.0,4.7,18.563934,73.915367,18.643935,73.995367,18:20,18:25,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37
35593,30.0,4.9,12.323194,76.630583,12.413194,76.720583,23:40,23:45,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,21
35595,36.0,4.5,13.027018,80.254791,13.107018,80.334791,17:50,18:05,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Urban,35
35598,35.0,4.5,22.760072,75.892574,22.790072,75.922574,20:15,20:25,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,26
35601,20.0,4.7,22.728163,75.884212,22.738163,75.894212,08:40,08:55,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,10
35603,39.0,5.0,23.351058,85.325731,23.401058,85.375731,23:10,23:25,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20
35606,25.0,5.0,19.091458,72.827808,19.131458,72.867808,16:20,16:30,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22
35607,31.0,4.4,18.546947,73.900626,18.636947,73.990626,20:15,20:25,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,46
35610,24.0,4.9,11.022298,76.998349,11.102298,77.078349,21:30,21:45,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,38
35613,37.0,4.4,13.022394,80.242439,13.052394,80.272439,18:35,18:40,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32
35614,22.0,4.9,21.186438,72.794115,21.206438,72.814115,08:35,08:40,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,16
35615,26.0,4.6,12.979096,77.640625,13.069096,77.730625,21:40,21:45,Stormy,Jam,1,Drinks,scooter,0.0,No,Urban,20
35616,39.0,4.9,12.284747,76.625861,12.344747,76.685861,22:40,22:55,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,23
35618,25.0,3.9,12.970324,77.645748,13.030324,77.705748,20:40,20:55,Sunny,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,53
35621,28.0,5.0,18.569156,73.774723,18.649156,73.854723,19:55,20:10,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37
35623,24.0,4.8,13.026279,80.174568,13.046279,80.194568,10:20,10:25,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,11
35625,39.0,4.4,11.006686,76.951736,11.086686,77.031736,17:50,18:05,Sandstorms,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,31
35627,29.0,4.5,23.211529,77.419399,23.261529,77.469399,18:25,18:30,Fog,Medium,1,Drinks,scooter,1.0,No,Urban,14
35629,36.0,4.6,22.725748,75.898497,22.745748,75.918497,08:30,08:45,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,15
35630,34.0,4.8,12.975996,80.221898,12.985996,80.231898,10:25,10:40,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21
35632,29.0,4.6,23.357804,85.325146,23.397804,85.365146,14:45,14:50,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,22
35633,33.0,4.8,19.874733,75.353942,19.924733,75.403942,19:10,19:15,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,45
35635,23.0,4.9,11.022477,76.995667,11.082477,77.055667,19:45,19:55,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Urban,27
35638,21.0,4.7,22.727021,75.884167,22.797021,75.954167,23:30,23:45,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21
35640,35.0,4.7,21.157735,72.768778,21.247735,72.858778,22:20,22:35,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,30
35642,37.0,4.8,19.055831,72.833984,19.115831,72.893984,21:20,21:30,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,39
35649,37.0,4.2,12.970221,77.645396,13.050221,77.725396,20:20,20:35,Windy,Jam,0,Meal,motorcycle,2.0,No,Semi-Urban,52
35651,28.0,4.6,30.366322,78.070453,30.506322,78.210453,20:30,20:45,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,33
35652,35.0,4.7,11.001852,76.976268,11.011852,76.986268,08:50,09:05,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15
35654,24.0,4.6,18.593481,73.785901,18.633481,73.825901,14:35,14:45,Fog,High,0,Drinks,motorcycle,1.0,No,Urban,28
35655,24.0,4.8,30.893081,75.821495,30.973081,75.901495,19:50,19:55,Cloudy,Jam,1,Buffet,scooter,1.0,Yes,Metropolitian,43
35658,21.0,4.9,13.026286,80.275235,13.036286,80.285235,09:30,09:35,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,16
35659,22.0,4.7,19.207222,72.972281,19.337222,73.102281,19:30,19:45,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44
35660,31.0,4.2,12.325461,76.632278,12.365461,76.672278,15:50,15:55,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,32
35661,34.0,4.8,21.175975,72.795503,21.265975,72.885503,22:45,22:55,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,29
35662,23.0,4.7,17.429585,78.392621,17.509585,78.472621,20:35,20:50,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,10
35663,25.0,4.8,21.186608,72.794136,21.266608,72.874136,21:45,21:50,Sandstorms,Jam,2,Meal,scooter,1.0,No,Urban,15
35664,28.0,4.6,11.006686,76.951736,11.086686,77.031736,19:20,19:30,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,17
35667,37.0,4.8,11.022169,76.999594,11.082169,77.059594,18:40,18:50,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33
35668,39.0,4.8,25.443994,81.860187,25.493994,81.910187,21:30,21:40,Fog,Jam,0,Buffet,motorcycle,0.0,No,Urban,27
35669,34.0,4.9,22.725748,75.898497,22.735747,75.908497,11:35,11:40,Sunny,High,2,Drinks,scooter,0.0,No,Metropolitian,24
35670,22.0,4.6,17.428294,78.404423,17.458294,78.434423,20:25,20:40,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,15
35672,32.0,4.8,18.536718,73.830327,18.566719,73.860327,18:40,18:50,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16
35675,31.0,4.9,26.921411,75.793604,26.991411,75.863604,17:50,17:55,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,21
35676,34.0,4.8,12.321214,76.621094,12.351214,76.651094,21:10,21:15,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,35
35678,32.0,4.2,13.064181,80.236442,13.124181,80.296442,19:20,19:30,Cloudy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,37
35680,29.0,4.6,13.029198,77.570997,13.109198,77.650997,21:40,21:55,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,39
35681,36.0,4.4,11.022169,76.999594,11.032169,77.009594,11:40,11:55,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,32
35682,35.0,4.6,26.921411,75.793604,26.941411,75.813604,09:35,09:40,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,19
35685,27.0,4.9,12.979096,77.640625,12.999096,77.660625,08:35,08:50,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18
35686,21.0,4.8,26.905287,75.794592,26.985287,75.874592,18:35,18:40,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,25
35688,29.0,4.3,21.175975,72.795503,21.305975,72.925503,19:40,19:50,Fog,Jam,1,Buffet,scooter,2.0,No,Metropolitian,41
35691,21.0,4.6,18.536562,73.896485,18.556562,73.916485,11:20,11:35,Cloudy,High,2,Meal,scooter,0.0,No,Metropolitian,27
35692,29.0,4.8,12.337928,76.617889,12.467928,76.747889,19:25,19:30,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,10
35693,32.0,4.4,27.195928,77.998092,27.255928,78.058092,18:30,18:35,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32
35696,36.0,4.8,21.175104,72.804342,21.185104,72.814342,08:10,08:20,Fog,Low,2,Meal,scooter,1.0,No,Urban,17
35698,25.0,4.8,12.913041,77.683237,13.003041,77.773237,19:25,19:35,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,22
35699,20.0,4.5,21.160522,72.771477,21.250522,72.861477,23:30,23:45,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20
35700,21.0,2.5,12.913041,77.683237,12.983041,77.753237,22:25,22:35,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,42
35702,39.0,4.3,21.170096,72.789122,21.300096,72.919122,23:35,23:50,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,35
35704,24.0,4.7,12.978453,77.643685,13.038453,77.703685,21:35,21:50,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,13
35706,26.0,4.8,21.183434,72.814492,21.293434,72.924492,19:20,19:30,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,16
35710,32.0,4.8,19.221315,72.862381,19.251315,72.892381,22:25,22:40,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,18
35713,31.0,4.9,22.753659,75.903365,22.843659,75.993365,23:25,23:35,Sandstorms,Low,1,Drinks,scooter,1.0,No,Urban,18
35714,38.0,4.6,22.728163,75.884212,22.758163,75.914212,18:15,18:20,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25
35716,37.0,4.6,18.592718,73.773572,18.672718,73.853572,22:45,22:50,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,38
35717,25.0,4.9,13.066762,80.251865,13.076762,80.261865,11:25,11:30,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,24
35718,20.0,4.5,19.121999,72.908493,19.161999,72.948493,14:40,14:45,Sunny,High,2,Buffet,scooter,0.0,No,Metropolitian,17
35720,39.0,4.8,27.158822,78.045359,27.168822,78.055359,08:50,08:55,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29
35724,34.0,4.7,12.972793,80.249982,13.082793,80.359982,23:50,23:55,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,25
35727,23.0,4.6,12.975377,77.696664,13.015377,77.736664,14:40,14:50,Fog,High,0,Drinks,motorcycle,0.0,No,Metropolitian,21
35729,25.0,4.9,21.160522,72.771477,21.180522,72.791477,09:40,09:45,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18
35730,34.0,4.5,12.913041,77.683237,12.973041,77.743237,19:40,19:45,Stormy,Jam,1,Buffet,scooter,0.0,No,Urban,30
35732,38.0,4.0,26.911378,75.789034,26.991378,75.869034,18:20,18:25,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,34
35735,28.0,4.0,21.160522,72.771477,21.250522,72.861477,19:20,19:30,Windy,Jam,0,Meal,motorcycle,2.0,No,Urban,34
35736,23.0,4.8,11.008638,76.984311,11.038638,77.014311,17:10,17:15,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,17
35737,25.0,5.0,12.933284,77.615428,12.993284,77.675428,19:35,19:40,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27
35738,37.0,4.3,19.875016,75.322405,19.965016,75.412405,18:10,18:20,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32
35742,34.0,4.9,26.481547,80.299775,26.511547,80.329775,19:15,19:30,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33
35743,34.0,4.9,26.905287,75.794592,27.015287,75.904592,17:40,17:50,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,19
35744,37.0,4.6,11.001852,76.976268,11.091852,77.066268,22:15,22:20,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,26
35745,35.0,4.8,10.006881,76.345397,10.046881,76.385397,12:15,12:25,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,28
35746,35.0,4.8,25.450329,81.834279,25.480329,81.864279,23:20,23:30,Windy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,22
